role,route_name,path,status,code,note
hr_manager,employees:employee_print_all,/employees/print/,OK,200,
hr_manager,employees:employees_print,/employees/print/,OK,200,
hr_manager,employees:employees_print_all,/employees/print/,OK,200,
hr_manager,employees:employee_print_detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employees:employee_detail_print,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employees:employees_print_detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employees:employee_print_credentials,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employees:employee_credentials_print,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employees:print_credentials_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employees:create_account_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employees:deactivate_account_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employees:reset_password_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employees:employee_comprehensive_profile,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employees:employee_folder,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employees:employee_folder_upload,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employees:employee_folder_delete,,UNRESOLVED,,"Missing sample kwargs: ['pk', 'doc_id']"
hr_manager,employees:my_balance_view,/employees/my-balance/,OK,200,
hr_manager,employees:employee_balance,/employees/my-balance/,OK,200,
hr_manager,employees:my_deductions_view,/employees/my-deductions/,OK,200,
hr_manager,employees:employee_deductions,/employees/my-deductions/,OK,200,
hr_manager,employees:employee_search_api,/employees/api/search/,OK,200,
hr_manager,employees:manager_options_api,/employees/api/manager-options/,OK,200,
hr_manager,employees:hierarchy_manage,/employees/hierarchy/,OK,200,
hr_manager,attendance:check_in,/attendance/check-in/,OK,200,
hr_manager,attendance:list,/attendance/,OK,200,
hr_manager,attendance:check_in_old,/attendance/check-in/,OK,200,
hr_manager,attendance:api_check_in,/attendance/api/check-in/,HTTP_405,405,
hr_manager,attendance:api_check_out,/attendance/api/check-out/,HTTP_405,405,
hr_manager,attendance:visits,/attendance/visits/,OK,200,
hr_manager,attendance:visit_add,/attendance/visits/add/,OK,200,
hr_manager,attendance:live_map,/attendance/map/,OK,200,
hr_manager,attendance:api_live_locations,/attendance/api/live-locations/,OK,200,
hr_manager,attendance:tracking,/attendance/tracking/,OK,200,
hr_manager,attendance:api_track,/attendance/api/track/,HTTP_405,405,
hr_manager,attendance:tracking_detail,,UNRESOLVED,,Missing sample kwargs: ['employee_id']
hr_manager,attendance:monitor,/attendance/monitor/,OK,200,
hr_manager,attendance:api_monitor,/attendance/api/monitor/,OK,200,
hr_manager,attendance:attendance_list,/attendance/,OK,200,
hr_manager,attendance:check_in_page_old,/attendance/check-in/,OK,200,
hr_manager,attendance:visits_list,/attendance/visits/,OK,200,
hr_manager,attendance:tracking_page,/attendance/tracking/,OK,200,
hr_manager,attendance:employee_tracking_detail,,UNRESOLVED,,Missing sample kwargs: ['employee_id']
hr_manager,attendance:field_employees_monitor,/attendance/monitor/,OK,200,
hr_manager,attendance:api_track_location,/attendance/api/track/,HTTP_405,405,
hr_manager,attendance:api_monitor_data,/attendance/api/monitor/,OK,200,
hr_manager,attendance:late_notifications,/attendance/late-notifications/,OK,200,
hr_manager,attendance:late_notification_detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,attendance:my_warnings,/attendance/my-warnings/,OK,200,
hr_manager,attendance:schedule_week,/attendance/schedule/,OK,200,
hr_manager,attendance:assignment_add,/attendance/schedule/assignment/,OK,200,
hr_manager,attendance:stealth_manage,/attendance/stealth-manage/,OK,200,
hr_manager,attendance:stealth_alerts,/attendance/stealth-alerts/,OK,200,
hr_manager,attendance:api_stealth_location,/attendance/api/stealth-location/,OK,200,
hr_manager,attendance:override,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,subscriptions:upsell,/subscriptions/upgrade/module/payroll/,OK,200,
hr_manager,subscriptions:admin_dashboard,/subscriptions/,REDIRECT,302,
hr_manager,subscriptions:plans_list,/subscriptions/plans/,REDIRECT,302,
hr_manager,subscriptions:subscriptions_list,/subscriptions/subscriptions/,REDIRECT,302,
hr_manager,subscriptions:create,/subscriptions/subscriptions/create/,REDIRECT,302,
hr_manager,subscriptions:detail,/subscriptions/subscriptions/1/,REDIRECT,302,
hr_manager,subscriptions:upgrade,/subscriptions/subscriptions/1/upgrade/,REDIRECT,302,
hr_manager,subscriptions:extend,/subscriptions/subscriptions/1/extend/,REDIRECT,302,
hr_manager,subscriptions:cancel,/subscriptions/subscriptions/1/cancel/,REDIRECT,302,
hr_manager,subscriptions:activate,/subscriptions/subscriptions/1/activate/,REDIRECT,302,
hr_manager,subscriptions:my_subscription,/subscriptions/my-subscription/,OK,200,
hr_manager,subscriptions:my_plan,/subscriptions/my-plan/,OK,200,
hr_manager,subscriptions:upgrade_plan,/subscriptions/upgrade/,OK,200,
hr_manager,subscriptions:feature_locked,/subscriptions/feature-locked/,OK,200,
hr_manager,subscriptions:contact_sales,/subscriptions/contact-sales/,OK,200,
hr_manager,companies:charter_print_signature,,UNRESOLVED,,Missing sample kwargs: ['signature_id']
hr_manager,companies:charter_acceptance_status,/companies/charter/1/acceptance-status/,OK,200,
hr_manager,companies:charter_sign,/companies/charter/1/sign/,OK,200,
hr_manager,companies:settings,/companies/settings/,OK,200,
hr_manager,companies:charter,/companies/charter/,OK,200,
hr_manager,companies:charter_accept,/companies/charter/accept/,REDIRECT,302,
hr_manager,companies:charter_manage,/companies/charter/manage/,OK,200,
hr_manager,companies:policies,/companies/policies/,OK,200,
hr_manager,companies:branches_list,/companies/branches/,OK,200,
hr_manager,companies:branch_add,/companies/branches/add/,OK,200,
hr_manager,companies:branch_edit,/companies/branches/1/edit/,OK,200,
hr_manager,companies:branch_delete,/companies/branches/1/delete/,SKIPPED,,Destructive or special route — skipped for safety
hr_manager,companies:departments_list,/companies/departments/,OK,200,
hr_manager,companies:department_add,/companies/departments/add/,OK,200,
hr_manager,companies:department_edit,/companies/departments/1/edit/,OK,200,
hr_manager,companies:department_delete,/companies/departments/1/delete/,SKIPPED,,Destructive or special route — skipped for safety
hr_manager,companies:shifts_list,/companies/shifts/,OK,200,
hr_manager,companies:shift_add,/companies/shifts/add/,OK,200,
hr_manager,companies:shift_edit,/companies/shifts/1/edit/,NOT_FOUND,404,
hr_manager,companies:shift_delete,/companies/shifts/1/delete/,SKIPPED,,Destructive or special route — skipped for safety
hr_manager,companies:approval_flows,/companies/approval-flows/,OK,200,
hr_manager,companies:delegations,/companies/delegations/,OK,200,
hr_manager,companies:delegation_add,/companies/delegations/add/,OK,200,
hr_manager,companies:delegation_deactivate,/companies/delegations/1/deactivate/,SKIPPED,,Destructive or special route — skipped for safety
hr_manager,companies:notification_settings,/companies/notification-settings/,OK,200,
hr_manager,leaves:leave_types_list,/leaves/types/,OK,200,
hr_manager,leaves:leave_type_add,/leaves/types/add/,OK,200,
hr_manager,leaves:leave_type_edit,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,leaves:leave_type_delete,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,leaves:leave_requests_list,/leaves/,OK,200,
hr_manager,leaves:leave_request_add,/leaves/add/,OK,200,
hr_manager,leaves:leave_request_detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,leaves:leave_approve,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,leaves:leave_reject,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,leaves:leave_cancel,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,leaves:leave_balances,/leaves/balances/,OK,200,
hr_manager,leaves:set_leave_balance,/leaves/balances/set/,HTTP_405,405,
hr_manager,requests_app:list,/requests/,OK,200,
hr_manager,requests_app:add,/requests/add/,OK,200,
hr_manager,requests_app:detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,requests_app:approve,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,requests_app:reject,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,requests_app:cancel,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,reports:home,/reports/,OK,200,
hr_manager,reports:attendance,/reports/attendance/,OK,200,
hr_manager,reports:late,/reports/late/,EXCEPTION,,"Reverse for 'comprehensive_profile' with arguments '('',)' not found. 1 pattern(s) tried: ['employees/(?P<pk>[0-9]+)/profile/\\Z']"
hr_manager,reports:leaves,/reports/leaves/,EXCEPTION,,"Reverse for 'comprehensive_profile' with arguments '('',)' not found. 1 pattern(s) tried: ['employees/(?P<pk>[0-9]+)/profile/\\Z']"
hr_manager,reports:field,/reports/field/,OK,200,
hr_manager,reports:employees,/reports/employees/,EXCEPTION,,The view reports.views.employees_report didn't return an HttpResponse object. It returned None instead.
hr_manager,employee_list,/employees/,OK,200,
hr_manager,employee_add,/employees/add/,OK,200,
hr_manager,employee_create,/employees/add/,OK,200,
hr_manager,add_employee,/employees/add/,OK,200,
hr_manager,employee_detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_profile,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_info,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_edit,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_update,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,edit_employee,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_delete,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,delete_employee,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_remove,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,remove_employee,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_print,/employees/print/,OK,200,
hr_manager,employee_print_all,/employees/print/,OK,200,
hr_manager,employees_print,/employees/print/,OK,200,
hr_manager,employees_print_all,/employees/print/,OK,200,
hr_manager,employee_print_detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_detail_print,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employees_print_detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_print_credentials,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_credentials_print,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,print_credentials_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,create_account_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,deactivate_account_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,reset_password_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_comprehensive_profile,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_folder,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_folder_upload,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_folder_delete,,UNRESOLVED,,"Missing sample kwargs: ['pk', 'doc_id']"
hr_manager,my_balance_view,/employees/my-balance/,OK,200,
hr_manager,employee_balance,/employees/my-balance/,OK,200,
hr_manager,my_deductions_view,/employees/my-deductions/,OK,200,
hr_manager,employee_deductions,/employees/my-deductions/,OK,200,
hr_manager,employee_search_api,/employees/api/search/,OK,200,
hr_manager,manager_options_api,/employees/api/manager-options/,OK,200,
hr_manager,hierarchy_manage,/employees/hierarchy/,OK,200,
hr_manager,employee_list,/employees/,OK,200,
hr_manager,employee_add,/employees/add/,OK,200,
hr_manager,employee_create,/employees/add/,OK,200,
hr_manager,add_employee,/employees/add/,OK,200,
hr_manager,employee_detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_profile,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_info,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_edit,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_update,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,edit_employee,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_delete,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,delete_employee,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_remove,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,remove_employee,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_print,/employees/print/,OK,200,
hr_manager,employee_print_detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,print_credentials_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,employee_comprehensive_profile,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,create_account_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,deactivate_account_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,reset_password_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
hr_manager,my_balance_view,/employees/my-balance/,OK,200,
hr_manager,my_deductions_view,/employees/my-deductions/,OK,200,
hr_manager,employee_search_api,/employees/api/search/,OK,200,
manager,landing:home,/,REDIRECT,302,
manager,landing:about,/about/,OK,200,
manager,landing:contact,/contact/,OK,200,
manager,landing:pricing,/pricing/,OK,200,
manager,landing:free_trial,/free-trial/,OK,200,
manager,landing:free_trial_success,/free-trial/success/,REDIRECT,302,
manager,login,/login/,REDIRECT,302,
manager,logout,/logout/,SKIPPED,,Destructive or special route — skipped for safety
manager,password_reset,/password-reset/,OK,200,
manager,password_reset_done,/password-reset/done/,OK,200,
manager,password_reset_confirm,,UNRESOLVED,,"Missing sample kwargs: ['uidb64', 'token']"
manager,password_reset_complete,/password-reset-complete/,OK,200,
manager,password_change,/password-change/,OK,200,
manager,password_change_done,/password-change/done/,OK,200,
manager,dashboard,/dashboard/,OK,200,
manager,global_search,/search/,OK,200,
manager,offline,/offline/,OK,200,
manager,manifest,/manifest.json,OK,200,
manager,service_worker,/sw.js,OK,200,
manager,accounts:login_settings,/accounts/login-settings/,OK,200,
manager,accounts:profile,/accounts/profile/,OK,200,
manager,accounts:profile_update,/accounts/profile/update/,REDIRECT,302,
manager,accounts:notifications,/accounts/notifications/,OK,200,
manager,accounts:send_employee_notification,/accounts/notifications/send/,REDIRECT,302,
manager,accounts:push_subscribe,/accounts/push-subscribe/,HTTP_405,405,
manager,accounts:push_unsubscribe,/accounts/push-unsubscribe/,HTTP_405,405,
manager,employees:folder_delete,,UNRESOLVED,,"Missing sample kwargs: ['pk', 'doc_id']"
manager,employees:folder_upload,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:folder,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:comprehensive_profile,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:search_api,/employees/api/search/,OK,200,
manager,employees:manager_options_api,/employees/api/manager-options/,OK,200,
manager,employees:hierarchy_manage,/employees/hierarchy/,FORBIDDEN,403,
manager,employees:add,/employees/add/,FORBIDDEN,403,
manager,employees:print_all,/employees/print/,OK,200,
manager,employees:my_balance,/employees/my-balance/,OK,200,
manager,employees:my_deductions,/employees/my-deductions/,OK,200,
manager,employees:edit,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:delete,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:print_detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:print_credentials,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:create_account,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:deactivate_account,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:reset_password,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:list,/employees/,OK,200,
manager,employees:employee_list,/employees/,OK,200,
manager,employees:employee_add,/employees/add/,FORBIDDEN,403,
manager,employees:employee_create,/employees/add/,FORBIDDEN,403,
manager,employees:add_employee,/employees/add/,FORBIDDEN,403,
manager,employees:employee_detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:employee_profile,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:employee_info,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:employee_edit,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:employee_update,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:edit_employee,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:employee_delete,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:delete_employee,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:employee_remove,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:remove_employee,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:employee_print,/employees/print/,OK,200,
manager,employees:employee_print_all,/employees/print/,OK,200,
manager,employees:employees_print,/employees/print/,OK,200,
manager,employees:employees_print_all,/employees/print/,OK,200,
manager,employees:employee_print_detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:employee_detail_print,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:employees_print_detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:employee_print_credentials,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:employee_credentials_print,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:print_credentials_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:create_account_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:deactivate_account_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:reset_password_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:employee_comprehensive_profile,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:employee_folder,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:employee_folder_upload,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees:employee_folder_delete,,UNRESOLVED,,"Missing sample kwargs: ['pk', 'doc_id']"
manager,employees:my_balance_view,/employees/my-balance/,OK,200,
manager,employees:employee_balance,/employees/my-balance/,OK,200,
manager,employees:my_deductions_view,/employees/my-deductions/,OK,200,
manager,employees:employee_deductions,/employees/my-deductions/,OK,200,
manager,employees:employee_search_api,/employees/api/search/,OK,200,
manager,employees:manager_options_api,/employees/api/manager-options/,OK,200,
manager,employees:hierarchy_manage,/employees/hierarchy/,FORBIDDEN,403,
manager,attendance:check_in,/attendance/check-in/,OK,200,
manager,attendance:list,/attendance/,OK,200,
manager,attendance:check_in_old,/attendance/check-in/,OK,200,
manager,attendance:api_check_in,/attendance/api/check-in/,HTTP_405,405,
manager,attendance:api_check_out,/attendance/api/check-out/,HTTP_405,405,
manager,attendance:visits,/attendance/visits/,OK,200,
manager,attendance:visit_add,/attendance/visits/add/,OK,200,
manager,attendance:live_map,/attendance/map/,OK,200,
manager,attendance:api_live_locations,/attendance/api/live-locations/,OK,200,
manager,attendance:tracking,/attendance/tracking/,OK,200,
manager,attendance:api_track,/attendance/api/track/,HTTP_405,405,
manager,attendance:tracking_detail,,UNRESOLVED,,Missing sample kwargs: ['employee_id']
manager,attendance:monitor,/attendance/monitor/,OK,200,
manager,attendance:api_monitor,/attendance/api/monitor/,OK,200,
manager,attendance:attendance_list,/attendance/,OK,200,
manager,attendance:check_in_page_old,/attendance/check-in/,OK,200,
manager,attendance:visits_list,/attendance/visits/,OK,200,
manager,attendance:tracking_page,/attendance/tracking/,OK,200,
manager,attendance:employee_tracking_detail,,UNRESOLVED,,Missing sample kwargs: ['employee_id']
manager,attendance:field_employees_monitor,/attendance/monitor/,OK,200,
manager,attendance:api_track_location,/attendance/api/track/,HTTP_405,405,
manager,attendance:api_monitor_data,/attendance/api/monitor/,OK,200,
manager,attendance:late_notifications,/attendance/late-notifications/,OK,200,
manager,attendance:late_notification_detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,attendance:my_warnings,/attendance/my-warnings/,OK,200,
manager,attendance:schedule_week,/attendance/schedule/,OK,200,
manager,attendance:assignment_add,/attendance/schedule/assignment/,OK,200,
manager,attendance:stealth_manage,/attendance/stealth-manage/,OK,200,
manager,attendance:stealth_alerts,/attendance/stealth-alerts/,OK,200,
manager,attendance:api_stealth_location,/attendance/api/stealth-location/,OK,200,
manager,attendance:override,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,subscriptions:upsell,/subscriptions/upgrade/module/payroll/,OK,200,
manager,subscriptions:admin_dashboard,/subscriptions/,REDIRECT,302,
manager,subscriptions:plans_list,/subscriptions/plans/,REDIRECT,302,
manager,subscriptions:subscriptions_list,/subscriptions/subscriptions/,REDIRECT,302,
manager,subscriptions:create,/subscriptions/subscriptions/create/,REDIRECT,302,
manager,subscriptions:detail,/subscriptions/subscriptions/1/,REDIRECT,302,
manager,subscriptions:upgrade,/subscriptions/subscriptions/1/upgrade/,REDIRECT,302,
manager,subscriptions:extend,/subscriptions/subscriptions/1/extend/,REDIRECT,302,
manager,subscriptions:cancel,/subscriptions/subscriptions/1/cancel/,REDIRECT,302,
manager,subscriptions:activate,/subscriptions/subscriptions/1/activate/,REDIRECT,302,
manager,subscriptions:my_subscription,/subscriptions/my-subscription/,OK,200,
manager,subscriptions:my_plan,/subscriptions/my-plan/,OK,200,
manager,subscriptions:upgrade_plan,/subscriptions/upgrade/,OK,200,
manager,subscriptions:feature_locked,/subscriptions/feature-locked/,OK,200,
manager,subscriptions:contact_sales,/subscriptions/contact-sales/,OK,200,
manager,companies:charter_print_signature,,UNRESOLVED,,Missing sample kwargs: ['signature_id']
manager,companies:charter_acceptance_status,/companies/charter/1/acceptance-status/,FORBIDDEN,403,
manager,companies:charter_sign,/companies/charter/1/sign/,OK,200,
manager,companies:settings,/companies/settings/,OK,200,
manager,companies:charter,/companies/charter/,OK,200,
manager,companies:charter_accept,/companies/charter/accept/,REDIRECT,302,
manager,companies:charter_manage,/companies/charter/manage/,OK,200,
manager,companies:policies,/companies/policies/,OK,200,
manager,companies:branches_list,/companies/branches/,OK,200,
manager,companies:branch_add,/companies/branches/add/,OK,200,
manager,companies:branch_edit,/companies/branches/1/edit/,OK,200,
manager,companies:branch_delete,/companies/branches/1/delete/,SKIPPED,,Destructive or special route — skipped for safety
manager,companies:departments_list,/companies/departments/,OK,200,
manager,companies:department_add,/companies/departments/add/,OK,200,
manager,companies:department_edit,/companies/departments/1/edit/,OK,200,
manager,companies:department_delete,/companies/departments/1/delete/,SKIPPED,,Destructive or special route — skipped for safety
manager,companies:shifts_list,/companies/shifts/,OK,200,
manager,companies:shift_add,/companies/shifts/add/,OK,200,
manager,companies:shift_edit,/companies/shifts/1/edit/,NOT_FOUND,404,
manager,companies:shift_delete,/companies/shifts/1/delete/,SKIPPED,,Destructive or special route — skipped for safety
manager,companies:approval_flows,/companies/approval-flows/,REDIRECT,302,
manager,companies:delegations,/companies/delegations/,OK,200,
manager,companies:delegation_add,/companies/delegations/add/,OK,200,
manager,companies:delegation_deactivate,/companies/delegations/1/deactivate/,SKIPPED,,Destructive or special route — skipped for safety
manager,companies:notification_settings,/companies/notification-settings/,REDIRECT,302,
manager,leaves:leave_types_list,/leaves/types/,OK,200,
manager,leaves:leave_type_add,/leaves/types/add/,OK,200,
manager,leaves:leave_type_edit,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,leaves:leave_type_delete,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,leaves:leave_requests_list,/leaves/,OK,200,
manager,leaves:leave_request_add,/leaves/add/,OK,200,
manager,leaves:leave_request_detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,leaves:leave_approve,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,leaves:leave_reject,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,leaves:leave_cancel,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,leaves:leave_balances,/leaves/balances/,OK,200,
manager,leaves:set_leave_balance,/leaves/balances/set/,HTTP_405,405,
manager,requests_app:list,/requests/,OK,200,
manager,requests_app:add,/requests/add/,OK,200,
manager,requests_app:detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,requests_app:approve,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,requests_app:reject,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,requests_app:cancel,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,reports:home,/reports/,OK,200,
manager,reports:attendance,/reports/attendance/,OK,200,
manager,reports:late,/reports/late/,EXCEPTION,,"Reverse for 'comprehensive_profile' with arguments '('',)' not found. 1 pattern(s) tried: ['employees/(?P<pk>[0-9]+)/profile/\\Z']"
manager,reports:leaves,/reports/leaves/,EXCEPTION,,"Reverse for 'comprehensive_profile' with arguments '('',)' not found. 1 pattern(s) tried: ['employees/(?P<pk>[0-9]+)/profile/\\Z']"
manager,reports:field,/reports/field/,OK,200,
manager,reports:employees,/reports/employees/,EXCEPTION,,The view reports.views.employees_report didn't return an HttpResponse object. It returned None instead.
manager,employee_list,/employees/,OK,200,
manager,employee_add,/employees/add/,FORBIDDEN,403,
manager,employee_create,/employees/add/,FORBIDDEN,403,
manager,add_employee,/employees/add/,FORBIDDEN,403,
manager,employee_detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employee_profile,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employee_info,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employee_edit,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employee_update,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,edit_employee,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employee_delete,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,delete_employee,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employee_remove,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,remove_employee,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employee_print,/employees/print/,OK,200,
manager,employee_print_all,/employees/print/,OK,200,
manager,employees_print,/employees/print/,OK,200,
manager,employees_print_all,/employees/print/,OK,200,
manager,employee_print_detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employee_detail_print,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employees_print_detail,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employee_print_credentials,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employee_credentials_print,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,print_credentials_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,create_account_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,deactivate_account_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,reset_password_view,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employee_comprehensive_profile,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employee_folder,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employee_folder_upload,,UNRESOLVED,,Missing sample kwargs: ['pk']
manager,employee_folder_delete,,UNRESOLVED,,"Missing sample kwargs: ['pk', 'doc_id']"
manager,my_balance_view,/employees/my-balance/,OK,200,
manager,employee_balance,/employees/my-balance/,OK,200,
manager,my_deductions_view,/employees/my-deductions/,OK,200,
manager,employee_deductions,/employees/my-deductions/,OK,200,
manager,employee_search_api,/employees/api/search/,OK,200,
manager,manager_options_api,/employees/api/manager-options/,OK,200,
manager,hierarchy_manage,/employees/hierarchy/,FORBIDDEN,403,
manager,employee_list,/employees/,OK,200,
manager,employee_add,/employees/add/,FORBIDDEN,403,
